request_id,citizen_id,request_timestamp,service_type,documents_submitted,wait_time_minutes,audit_outcome,audit_completion_date,final_decision_amount,closure_reason
2444,34715,2023-02-07T14:00:00,TAX_CERT,7,101,rejected,2023-03-24T14:00:00,34.24,AUDIT_DONE
2445,34873,2024-03-02T11:00:00,TAX_CERT,1,78,passed,2024-04-07T11:00:00,75.39,
2446,29248,2023-06-22T12:00:00,FAMILY_STATUS,3,112,flagged,2023-07-17T12:00:00,940.97,AUDIT_DONE
2447,82719,2023-08-10T13:00:00,FAMILY_STATUS,11,36,rejected,2023-09-27T13:00:00,36.94,AUDIT_DONE
2448,15149,2023-09-30T21:00:00,BIRTH_CERT,3,26,passed,2023-11-16T21:00:00,170.03,
2449,29335,2024-05-19T19:00:00,TAX_CERT,11,159,passed,2024-06-21T19:00:00,124.55,
2450,38914,2023-11-15T22:00:00,TAX_CERT,2,169,passed,2023-12-08T22:00:00,136.54,
2451,57924,2023-12-13T07:00:00,ID_RENEWAL,3,73,rejected,2023-12-31T07:00:00,48.71,AUDIT_DONE
2452,14552,2024-01-09T17:00:00,TAX_CERT,4,58,passed,2024-03-08T17:00:00,189.85,
2453,13668,2023-03-21T02:00:00,FAMILY_STATUS,12,94,flagged,2023-04-22T02:00:00,1434.8,AUDIT_DONE
2454,75454,2023-10-01T11:00:00,FAMILY_STATUS,8,100,rejected,2023-10-25T11:00:00,28.19,AUDIT_DONE
2455,53975,2024-04-09T12:00:00,TAX_CERT,10,69,flagged,2024-05-26T12:00:00,1931.29,AUDIT_DONE
2456,61514,2024-01-05T07:00:00,BUSINESS_PERMIT,7,95,passed,2024-01-29T07:00:00,198.23,
2457,33210,2024-05-29T12:00:00,FAMILY_STATUS,2,111,passed,2024-06-10T12:00:00,56.07,
2458,91045,2023-10-20T11:00:00,FAMILY_STATUS,1,138,passed,2023-11-17T11:00:00,1.58,
2459,58655,2024-06-04T02:00:00,BIRTH_CERT,6,48,flagged,2024-07-01T02:00:00,1515.13,AUDIT_DONE
2460,11775,2024-01-26T12:00:00,BUSINESS_PERMIT,5,115,passed,2024-02-17T12:00:00,170.69,
2461,44825,2023-10-10T04:00:00,TAX_CERT,4,95,flagged,2023-10-24T04:00:00,1506.2,AUDIT_DONE
2462,81363,2024-01-30T03:00:00,BIRTH_CERT,5,14,rejected,2024-03-18T03:00:00,47.68,AUDIT_DONE
2463,50494,2023-07-20T07:00:00,TAX_CERT,3,107,flagged,2023-08-16T07:00:00,1161.2,AUDIT_DONE
2464,23664,2023-02-27T14:00:00,ID_RENEWAL,10,106,passed,2023-03-20T14:00:00,154.06,
2465,56696,2023-01-31T17:00:00,TAX_CERT,11,176,flagged,2023-03-12T17:00:00,1394.82,AUDIT_DONE
2466,46811,2023-05-26T03:00:00,FAMILY_STATUS,2,95,flagged,2023-07-07T03:00:00,1335.96,AUDIT_DONE
2467,76255,2023-06-10T06:00:00,BUSINESS_PERMIT,6,169,passed,2023-07-14T06:00:00,179.25,
2468,75171,2023-09-23T08:00:00,TAX_CERT,11,167,flagged,2023-10-07T08:00:00,1397.67,AUDIT_DONE
2469,29344,2023-06-17T20:00:00,TAX_CERT,11,7,passed,2023-07-15T20:00:00,82.18,
2470,63311,2024-03-31T14:00:00,TAX_CERT,8,34,passed,2024-04-27T14:00:00,80.06,
2471,16113,2023-07-19T14:00:00,FAMILY_STATUS,1,29,passed,2023-09-16T14:00:00,12.39,
2472,95075,2023-06-06T14:00:00,BIRTH_CERT,9,17,passed,2023-07-03T14:00:00,187.21,
2473,26780,2023-02-16T01:00:00,ID_RENEWAL,1,39,passed,2023-04-10T01:00:00,136.48,
2474,65760,2023-11-13T05:00:00,ID_RENEWAL,6,119,passed,2023-11-27T05:00:00,189.07,
2475,62166,2023-11-05T07:00:00,BIRTH_CERT,10,178,flagged,2023-11-25T07:00:00,1723.09,AUDIT_DONE
2476,55332,2023-03-30T15:00:00,FAMILY_STATUS,3,9,passed,2023-05-15T15:00:00,39.62,
2477,34443,2023-06-07T16:00:00,BIRTH_CERT,7,46,rejected,2023-07-25T16:00:00,1.34,AUDIT_DONE
2478,96412,2024-05-11T07:00:00,TAX_CERT,6,33,flagged,2024-06-09T07:00:00,1959.63,AUDIT_DONE
2479,39732,2023-08-29T04:00:00,BIRTH_CERT,3,39,passed,2023-10-03T04:00:00,154.17,
2480,39105,2023-07-14T16:00:00,FAMILY_STATUS,10,156,passed,2023-08-20T16:00:00,57.47,
2481,71543,2023-08-19T04:00:00,BUSINESS_PERMIT,4,109,passed,2023-08-28T04:00:00,101.46,
2482,75252,2023-04-04T01:00:00,ID_RENEWAL,9,118,passed,2023-05-19T01:00:00,37.49,
2483,30443,2024-06-01T05:00:00,BUSINESS_PERMIT,4,98,passed,2024-06-15T05:00:00,2.83,
2484,83429,2023-04-13T11:00:00,TAX_CERT,11,142,passed,2023-06-02T11:00:00,192.55,
2485,80009,2023-04-02T15:00:00,FAMILY_STATUS,11,162,passed,2023-04-25T15:00:00,141.49,
2486,37501,2024-02-17T15:00:00,TAX_CERT,4,84,passed,2024-03-04T15:00:00,52.53,
2487,48277,2023-06-06T04:00:00,FAMILY_STATUS,3,131,passed,2023-07-21T04:00:00,21.23,
2488,97163,2023-06-07T11:00:00,TAX_CERT,9,172,flagged,2023-07-29T11:00:00,1479.29,AUDIT_DONE
2489,54241,2023-07-02T23:00:00,TAX_CERT,6,104,passed,2023-08-17T23:00:00,36.61,
2490,72755,2024-01-16T20:00:00,TAX_CERT,1,100,passed,2024-03-13T20:00:00,179.42,
2491,74458,2023-03-10T20:00:00,FAMILY_STATUS,2,137,passed,2023-05-06T20:00:00,79.36,
2492,49962,2023-04-18T07:00:00,ID_RENEWAL,1,125,passed,2023-05-30T07:00:00,45.82,
2493,62598,2023-11-28T04:00:00,ID_RENEWAL,1,169,passed,2023-12-16T04:00:00,154.95,
2494,96094,2024-06-04T09:00:00,FAMILY_STATUS,11,103,passed,2024-07-11T09:00:00,165.63,
2495,42955,2024-01-31T02:00:00,BIRTH_CERT,6,71,flagged,2024-02-27T02:00:00,854.04,AUDIT_DONE
2496,45083,2023-03-16T05:00:00,ID_RENEWAL,11,169,passed,2023-05-08T05:00:00,17.3,
2497,97887,2023-03-21T18:00:00,ID_RENEWAL,11,88,passed,2023-05-03T18:00:00,54.32,
2498,34230,2024-01-20T18:00:00,ID_RENEWAL,4,152,passed,2024-02-18T18:00:00,109.42,
2499,97380,2024-05-03T00:00:00,ID_RENEWAL,3,5,passed,2024-05-20T00:00:00,86.92,
2500,29617,2023-03-14T19:00:00,FAMILY_STATUS,11,128,passed,2023-03-26T19:00:00,145.79,
2501,62891,2023-03-17T06:00:00,BUSINESS_PERMIT,10,63,flagged,2023-05-02T06:00:00,1316.0,AUDIT_DONE
2502,31623,2024-04-09T12:00:00,BUSINESS_PERMIT,1,145,rejected,2024-04-20T12:00:00,23.73,AUDIT_DONE
2503,27282,2024-05-17T15:00:00,BUSINESS_PERMIT,4,21,flagged,2024-06-04T15:00:00,1982.11,AUDIT_DONE
2504,80092,2024-02-03T21:00:00,BIRTH_CERT,1,118,rejected,2024-03-14T21:00:00,34.77,AUDIT_DONE
2505,92701,2024-05-01T20:00:00,BIRTH_CERT,9,108,passed,2024-05-21T20:00:00,168.13,
2506,50470,2023-11-13T06:00:00,TAX_CERT,2,155,passed,2023-12-11T06:00:00,153.99,
2507,28970,2023-02-01T16:00:00,ID_RENEWAL,11,149,passed,2023-02-15T16:00:00,36.34,
2508,73738,2023-06-12T03:00:00,BUSINESS_PERMIT,10,18,passed,2023-07-11T03:00:00,4.7,
2509,10902,2023-10-06T09:00:00,ID_RENEWAL,10,164,passed,2023-11-12T09:00:00,184.33,
2510,97212,2023-01-02T04:00:00,BUSINESS_PERMIT,7,144,passed,2023-02-12T04:00:00,61.23,
2511,21668,2024-05-23T12:00:00,BUSINESS_PERMIT,5,147,passed,2024-06-18T12:00:00,90.03,
2512,14328,2023-07-26T12:00:00,ID_RENEWAL,6,110,passed,2023-08-23T12:00:00,6.75,
2513,87183,2024-02-21T07:00:00,BUSINESS_PERMIT,6,81,passed,2024-03-01T07:00:00,94.05,
2514,24406,2023-10-06T18:00:00,BIRTH_CERT,7,158,passed,2023-10-18T18:00:00,92.88,
2515,58622,2024-01-02T04:00:00,BIRTH_CERT,10,179,passed,2024-01-12T04:00:00,64.22,
2516,31115,2024-04-22T23:00:00,BUSINESS_PERMIT,1,46,passed,2024-06-01T23:00:00,22.02,
2517,90488,2024-02-28T21:00:00,FAMILY_STATUS,4,110,passed,2024-03-26T21:00:00,197.49,
2518,46922,2024-06-21T19:00:00,BUSINESS_PERMIT,9,146,flagged,2024-07-20T19:00:00,1534.07,AUDIT_DONE
2519,39020,2024-03-21T07:00:00,FAMILY_STATUS,5,85,flagged,2024-04-15T07:00:00,1849.59,AUDIT_DONE
2520,87212,2023-09-21T02:00:00,TAX_CERT,5,157,passed,2023-11-05T02:00:00,113.88,
2521,45342,2023-09-06T22:00:00,BUSINESS_PERMIT,5,71,passed,2023-10-19T22:00:00,57.02,
2522,29150,2023-09-28T00:00:00,TAX_CERT,9,174,flagged,2023-10-15T00:00:00,1639.53,AUDIT_DONE
2523,38642,2023-02-18T18:00:00,BIRTH_CERT,6,129,passed,2023-03-27T18:00:00,121.09,
2524,84843,2024-06-18T18:00:00,BUSINESS_PERMIT,5,26,passed,2024-06-25T18:00:00,20.72,
2525,72774,2023-05-13T01:00:00,FAMILY_STATUS,12,45,passed,2023-05-22T01:00:00,95.75,
2526,58567,2023-11-05T16:00:00,FAMILY_STATUS,6,50,passed,2023-12-08T16:00:00,141.95,
2527,46456,2024-04-28T18:00:00,BIRTH_CERT,3,33,passed,2024-05-24T18:00:00,2.03,
2528,17157,2024-03-19T09:00:00,ID_RENEWAL,7,17,passed,2024-05-01T09:00:00,122.19,
2529,70485,2023-05-25T23:00:00,FAMILY_STATUS,6,28,passed,2023-07-17T23:00:00,22.96,
2530,92313,2024-02-07T11:00:00,BUSINESS_PERMIT,9,153,passed,2024-03-06T11:00:00,66.15,
2531,44221,2023-01-03T17:00:00,FAMILY_STATUS,7,21,rejected,2023-01-14T17:00:00,30.47,AUDIT_DONE
2532,19499,2023-11-02T06:00:00,TAX_CERT,5,179,passed,2023-11-14T06:00:00,77.58,
2533,30653,2024-01-15T01:00:00,TAX_CERT,4,76,flagged,2024-02-17T01:00:00,1028.59,AUDIT_DONE
2534,37251,2023-02-04T07:00:00,ID_RENEWAL,4,80,passed,2023-03-09T07:00:00,36.62,
2535,98447,2023-01-20T09:00:00,BUSINESS_PERMIT,4,170,passed,2023-02-28T09:00:00,115.89,
2536,84590,2023-01-29T01:00:00,FAMILY_STATUS,9,167,passed,2023-02-14T01:00:00,141.57,
2537,96856,2024-01-26T18:00:00,BUSINESS_PERMIT,1,40,flagged,2024-03-14T18:00:00,1584.58,AUDIT_DONE
2538,37241,2024-03-24T09:00:00,FAMILY_STATUS,2,120,passed,2024-04-19T09:00:00,198.71,
2539,31413,2023-03-01T04:00:00,TAX_CERT,4,138,flagged,2023-03-11T04:00:00,1801.66,AUDIT_DONE
2540,30903,2023-10-15T13:00:00,TAX_CERT,7,87,passed,2023-12-07T13:00:00,150.32,
2541,12128,2023-07-25T04:00:00,TAX_CERT,9,40,passed,2023-08-09T04:00:00,46.75,
2542,12879,2023-12-05T12:00:00,TAX_CERT,10,28,passed,2023-12-26T12:00:00,175.56,
2543,97861,2023-07-22T08:00:00,BUSINESS_PERMIT,7,120,passed,2023-08-05T08:00:00,146.81,
2544,89910,2024-04-12T11:00:00,BIRTH_CERT,1,113,flagged,2024-05-19T11:00:00,970.39,AUDIT_DONE
2545,17346,2023-12-22T10:00:00,ID_RENEWAL,4,15,passed,2024-01-11T10:00:00,128.35,
2546,32364,2023-06-27T07:00:00,TAX_CERT,12,149,passed,2023-08-04T07:00:00,51.66,
2547,18926,2023-01-30T06:00:00,BIRTH_CERT,5,34,passed,2023-03-07T06:00:00,108.04,
2548,48361,2023-01-17T02:00:00,ID_RENEWAL,8,42,rejected,2023-02-01T02:00:00,33.1,AUDIT_DONE
2549,70629,2024-01-18T01:00:00,ID_RENEWAL,8,106,rejected,2024-02-28T01:00:00,12.95,AUDIT_DONE
2550,23876,2024-05-02T20:00:00,BIRTH_CERT,11,177,passed,2024-06-04T20:00:00,164.97,
2551,67764,2023-07-07T08:00:00,TAX_CERT,1,99,passed,2023-08-17T08:00:00,108.32,
2552,30388,2024-04-25T20:00:00,FAMILY_STATUS,3,87,passed,2024-05-13T20:00:00,186.23,
2553,43386,2023-02-11T18:00:00,BIRTH_CERT,12,88,passed,2023-03-08T18:00:00,151.65,
2554,20001,2023-05-31T07:00:00,TAX_CERT,8,64,passed,2023-07-26T07:00:00,90.27,
2555,77307,2023-04-13T04:00:00,ID_RENEWAL,2,23,rejected,2023-05-19T04:00:00,5.96,AUDIT_DONE
2556,90503,2023-08-30T22:00:00,ID_RENEWAL,6,177,passed,2023-10-23T22:00:00,161.47,
2557,39561,2023-03-17T14:00:00,BIRTH_CERT,1,125,passed,2023-05-03T14:00:00,7.21,
2558,56525,2023-06-04T11:00:00,TAX_CERT,2,151,rejected,2023-07-25T11:00:00,30.86,AUDIT_DONE
2559,60831,2023-11-22T23:00:00,FAMILY_STATUS,2,127,passed,2023-12-30T23:00:00,35.1,
2560,29615,2023-09-13T07:00:00,TAX_CERT,9,117,passed,2023-10-08T07:00:00,4.29,
2561,87477,2023-04-26T12:00:00,BUSINESS_PERMIT,3,97,passed,2023-05-19T12:00:00,137.02,
2562,47997,2023-07-16T06:00:00,FAMILY_STATUS,12,1,passed,2023-08-04T06:00:00,163.29,
2563,88541,2023-11-06T14:00:00,BIRTH_CERT,1,79,passed,2023-12-15T14:00:00,103.71,
2564,90458,2023-12-05T00:00:00,BUSINESS_PERMIT,5,119,passed,2024-01-04T00:00:00,33.24,
2565,99374,2024-06-03T21:00:00,BUSINESS_PERMIT,6,19,passed,2024-06-22T21:00:00,174.99,
2566,96236,2024-05-23T08:00:00,TAX_CERT,10,180,rejected,2024-07-09T08:00:00,19.86,AUDIT_DONE
2567,75274,2023-06-13T19:00:00,BUSINESS_PERMIT,12,82,passed,2023-07-18T19:00:00,53.6,
2568,62345,2023-11-23T05:00:00,FAMILY_STATUS,3,92,passed,2023-12-05T05:00:00,3.51,
2569,30665,2023-03-27T04:00:00,TAX_CERT,10,35,passed,2023-05-19T04:00:00,73.78,
2570,63806,2023-10-20T03:00:00,TAX_CERT,2,83,rejected,2023-12-15T03:00:00,47.75,AUDIT_DONE
2571,62720,2023-02-13T04:00:00,TAX_CERT,10,82,passed,2023-03-29T04:00:00,132.97,
2572,32591,2024-03-22T07:00:00,BIRTH_CERT,8,172,flagged,2024-04-24T07:00:00,985.0,AUDIT_DONE
2573,43975,2023-10-31T21:00:00,BIRTH_CERT,3,11,passed,2023-12-19T21:00:00,15.2,
2574,24020,2024-06-10T00:00:00,TAX_CERT,11,172,passed,2024-06-30T00:00:00,19.42,
2575,30582,2023-02-11T01:00:00,ID_RENEWAL,5,147,passed,2023-04-04T01:00:00,170.2,
2576,58773,2023-03-27T05:00:00,FAMILY_STATUS,3,25,rejected,2023-04-07T05:00:00,8.64,AUDIT_DONE
2577,64677,2024-06-07T21:00:00,BIRTH_CERT,2,96,passed,2024-07-18T21:00:00,173.95,
2578,52823,2024-05-26T12:00:00,FAMILY_STATUS,5,3,passed,2024-07-05T12:00:00,116.57,
2579,10125,2023-03-01T12:00:00,ID_RENEWAL,5,79,flagged,2023-04-20T12:00:00,1804.61,AUDIT_DONE
2580,78736,2024-02-02T05:00:00,BUSINESS_PERMIT,10,129,rejected,2024-03-20T05:00:00,24.89,AUDIT_DONE
2581,62655,2023-09-08T10:00:00,FAMILY_STATUS,9,84,flagged,2023-10-25T10:00:00,1951.72,AUDIT_DONE
2582,48822,2024-02-13T23:00:00,TAX_CERT,5,31,passed,2024-03-04T23:00:00,144.84,
2583,33989,2023-04-25T19:00:00,ID_RENEWAL,3,112,flagged,2023-05-14T19:00:00,1014.85,AUDIT_DONE
2584,38437,2023-11-09T22:00:00,ID_RENEWAL,2,12,passed,2023-12-20T22:00:00,122.35,
2585,24669,2023-10-16T23:00:00,ID_RENEWAL,8,131,rejected,2023-12-06T23:00:00,28.42,AUDIT_DONE
2586,87864,2024-04-27T19:00:00,BIRTH_CERT,8,40,flagged,2024-06-12T19:00:00,1287.5,AUDIT_DONE
2587,36104,2023-10-12T18:00:00,ID_RENEWAL,12,135,passed,2023-12-02T18:00:00,32.18,
2588,32032,2023-01-21T01:00:00,ID_RENEWAL,4,111,passed,2023-03-13T01:00:00,4.19,
2589,81299,2023-03-05T00:00:00,BUSINESS_PERMIT,6,51,flagged,2023-03-24T00:00:00,1447.09,AUDIT_DONE
2590,45409,2023-07-13T03:00:00,TAX_CERT,1,83,passed,2023-07-31T03:00:00,65.33,
2591,64778,2023-08-29T17:00:00,BIRTH_CERT,12,1,rejected,2023-09-15T17:00:00,27.66,AUDIT_DONE
2592,66648,2023-06-25T21:00:00,TAX_CERT,10,157,passed,2023-08-05T21:00:00,90.22,
2593,75745,2024-04-13T13:00:00,BIRTH_CERT,4,59,passed,2024-05-03T13:00:00,111.16,
2594,20918,2024-01-30T21:00:00,BIRTH_CERT,4,55,flagged,2024-03-24T21:00:00,1289.01,AUDIT_DONE
2595,62755,2023-12-11T20:00:00,TAX_CERT,2,162,rejected,2024-02-04T20:00:00,45.65,AUDIT_DONE
2596,24242,2024-02-12T14:00:00,ID_RENEWAL,2,64,passed,2024-04-08T14:00:00,60.94,
2597,89793,2023-03-18T06:00:00,TAX_CERT,3,170,passed,2023-04-08T06:00:00,31.37,
2598,70435,2023-04-12T21:00:00,BIRTH_CERT,9,131,flagged,2023-04-30T21:00:00,1068.57,AUDIT_DONE
2599,12593,2023-03-06T16:00:00,BUSINESS_PERMIT,8,84,flagged,2023-04-26T16:00:00,1717.1,AUDIT_DONE
2600,58527,2024-05-08T15:00:00,BIRTH_CERT,7,25,passed,2024-06-24T15:00:00,84.5,
2601,44917,2023-06-21T00:00:00,TAX_CERT,11,138,passed,2023-08-19T00:00:00,171.26,
2602,70377,2023-03-18T19:00:00,BIRTH_CERT,3,120,passed,2023-04-01T19:00:00,191.3,
2603,80912,2023-04-24T11:00:00,FAMILY_STATUS,10,108,passed,2023-05-16T11:00:00,106.65,
2604,29749,2023-12-25T21:00:00,BUSINESS_PERMIT,8,46,flagged,2024-02-15T21:00:00,819.96,AUDIT_DONE
2605,56386,2024-01-21T11:00:00,BIRTH_CERT,12,103,passed,2024-03-07T11:00:00,152.74,
2606,84121,2023-04-07T04:00:00,TAX_CERT,6,115,passed,2023-05-21T04:00:00,123.35,
2607,11183,2023-12-18T10:00:00,BUSINESS_PERMIT,4,155,passed,2024-02-03T10:00:00,87.03,
2608,28706,2023-11-02T04:00:00,BIRTH_CERT,10,156,passed,2023-12-09T04:00:00,53.62,
2609,61951,2024-02-26T13:00:00,BUSINESS_PERMIT,10,78,passed,2024-04-12T13:00:00,87.57,
2610,99091,2023-01-23T17:00:00,BUSINESS_PERMIT,1,142,flagged,2023-03-14T17:00:00,1348.74,AUDIT_DONE
2611,46149,2023-09-19T17:00:00,ID_RENEWAL,6,176,passed,2023-10-21T17:00:00,114.2,
2612,41789,2024-06-05T06:00:00,FAMILY_STATUS,10,130,flagged,2024-07-11T06:00:00,935.05,AUDIT_DONE
2613,79889,2024-04-14T16:00:00,ID_RENEWAL,11,88,passed,2024-05-25T16:00:00,146.62,
2614,89289,2024-01-25T09:00:00,TAX_CERT,10,137,passed,2024-02-01T09:00:00,58.0,
2615,31499,2024-06-11T12:00:00,BUSINESS_PERMIT,1,84,rejected,2024-06-20T12:00:00,5.91,AUDIT_DONE
2616,12369,2023-05-23T14:00:00,BIRTH_CERT,1,102,passed,2023-06-02T14:00:00,110.58,
2617,10071,2023-07-03T08:00:00,BIRTH_CERT,9,65,passed,2023-07-24T08:00:00,20.87,
2618,82229,2023-07-14T21:00:00,TAX_CERT,1,85,passed,2023-08-24T21:00:00,133.35,
2619,11909,2024-04-30T08:00:00,TAX_CERT,12,28,passed,2024-05-22T08:00:00,83.2,
2620,61167,2024-04-02T11:00:00,BUSINESS_PERMIT,1,13,passed,2024-05-01T11:00:00,9.18,
2621,60777,2023-04-15T18:00:00,FAMILY_STATUS,10,92,passed,2023-05-14T18:00:00,3.46,
2622,97158,2023-04-10T17:00:00,FAMILY_STATUS,5,145,passed,2023-05-21T17:00:00,87.65,
2623,12556,2024-03-18T14:00:00,ID_RENEWAL,10,14,passed,2024-05-10T14:00:00,95.97,
2624,36744,2024-04-28T05:00:00,BUSINESS_PERMIT,7,165,flagged,2024-06-14T05:00:00,837.48,AUDIT_DONE
2625,43038,2024-01-17T22:00:00,TAX_CERT,2,13,passed,2024-02-12T22:00:00,183.79,
2626,62542,2023-02-14T12:00:00,FAMILY_STATUS,8,71,passed,2023-03-28T12:00:00,190.94,
2627,52415,2023-06-18T09:00:00,FAMILY_STATUS,1,97,passed,2023-07-02T09:00:00,155.62,
2628,33697,2024-03-22T15:00:00,ID_RENEWAL,3,81,rejected,2024-04-09T15:00:00,38.41,AUDIT_DONE
2629,67616,2023-01-09T10:00:00,ID_RENEWAL,4,56,rejected,2023-02-03T10:00:00,32.38,AUDIT_DONE
2630,99749,2023-09-22T15:00:00,FAMILY_STATUS,5,123,rejected,2023-10-17T15:00:00,15.18,AUDIT_DONE
2631,40377,2024-01-17T19:00:00,BIRTH_CERT,4,154,passed,2024-03-16T19:00:00,34.14,
2632,53649,2023-08-19T10:00:00,FAMILY_STATUS,1,126,flagged,2023-09-13T10:00:00,1963.34,AUDIT_DONE
2633,10435,2023-08-12T03:00:00,TAX_CERT,3,180,flagged,2023-08-22T03:00:00,1879.36,AUDIT_DONE
2634,71905,2024-02-08T04:00:00,TAX_CERT,11,48,rejected,2024-02-19T04:00:00,46.53,AUDIT_DONE
2635,94218,2023-05-27T20:00:00,BIRTH_CERT,8,127,passed,2023-07-07T20:00:00,154.48,
2636,52562,2023-09-10T19:00:00,TAX_CERT,6,143,passed,2023-10-22T19:00:00,135.02,
2637,50976,2023-07-05T18:00:00,ID_RENEWAL,11,79,passed,2023-07-20T18:00:00,168.34,
2638,18724,2024-02-20T03:00:00,ID_RENEWAL,9,84,passed,2024-03-26T03:00:00,122.99,
2639,43859,2023-12-11T01:00:00,BUSINESS_PERMIT,9,164,passed,2023-12-23T01:00:00,61.7,
2640,56743,2024-04-10T09:00:00,TAX_CERT,5,121,passed,2024-04-30T09:00:00,73.22,
2641,25608,2023-11-01T14:00:00,FAMILY_STATUS,9,76,passed,2023-12-07T14:00:00,157.89,
2642,36630,2023-11-04T22:00:00,ID_RENEWAL,10,118,passed,2023-12-19T22:00:00,57.88,
2643,79448,2023-12-08T07:00:00,TAX_CERT,8,131,passed,2023-12-22T07:00:00,44.45,
2644,88757,2024-03-07T02:00:00,TAX_CERT,2,177,passed,2024-04-16T02:00:00,165.1,
2645,82983,2024-03-13T01:00:00,ID_RENEWAL,9,122,passed,2024-05-10T01:00:00,177.92,
2646,82725,2023-12-28T05:00:00,BUSINESS_PERMIT,8,140,passed,2024-02-25T05:00:00,1.93,
2647,50072,2023-07-08T10:00:00,BUSINESS_PERMIT,11,17,passed,2023-08-28T10:00:00,24.45,
2648,77090,2023-12-01T21:00:00,ID_RENEWAL,4,84,flagged,2024-01-28T21:00:00,1379.16,AUDIT_DONE
2649,48343,2023-04-14T16:00:00,FAMILY_STATUS,10,28,passed,2023-05-03T16:00:00,137.11,
2650,87658,2024-01-26T15:00:00,BUSINESS_PERMIT,2,123,passed,2024-02-12T15:00:00,75.78,
2651,85443,2023-03-08T09:00:00,FAMILY_STATUS,4,54,flagged,2023-04-22T09:00:00,963.86,AUDIT_DONE
2652,87010,2024-01-21T20:00:00,BIRTH_CERT,7,68,rejected,2024-03-07T20:00:00,17.07,AUDIT_DONE
2653,72874,2023-01-30T22:00:00,TAX_CERT,1,29,passed,2023-02-27T22:00:00,119.12,
2654,21139,2023-01-18T17:00:00,BIRTH_CERT,4,176,flagged,2023-03-11T17:00:00,996.47,AUDIT_DONE
2655,61100,2024-02-24T21:00:00,FAMILY_STATUS,9,75,rejected,2024-03-20T21:00:00,8.51,AUDIT_DONE
2656,90618,2024-06-10T16:00:00,BUSINESS_PERMIT,5,159,flagged,2024-07-29T16:00:00,1881.13,AUDIT_DONE
2657,74261,2024-01-15T14:00:00,FAMILY_STATUS,3,144,rejected,2024-03-11T14:00:00,18.55,AUDIT_DONE
2658,33481,2023-12-23T16:00:00,TAX_CERT,3,133,flagged,2024-01-02T16:00:00,1811.1,AUDIT_DONE
2659,96844,2023-03-15T14:00:00,ID_RENEWAL,12,150,passed,2023-05-03T14:00:00,107.76,
2660,20741,2023-05-21T09:00:00,BUSINESS_PERMIT,9,139,passed,2023-06-25T09:00:00,121.69,
2661,22960,2023-01-15T10:00:00,FAMILY_STATUS,10,136,passed,2023-02-12T10:00:00,193.1,
2662,23737,2023-07-31T13:00:00,ID_RENEWAL,8,41,passed,2023-09-09T13:00:00,78.24,
2663,66939,2023-07-06T23:00:00,BIRTH_CERT,4,164,passed,2023-08-03T23:00:00,105.63,
2664,80617,2023-04-27T02:00:00,ID_RENEWAL,10,63,passed,2023-06-26T02:00:00,197.17,
2665,90897,2023-10-09T10:00:00,BIRTH_CERT,10,3,flagged,2023-12-05T10:00:00,827.2,AUDIT_DONE
2666,83436,2023-06-20T03:00:00,BUSINESS_PERMIT,8,120,passed,2023-07-06T03:00:00,74.08,
2667,96113,2024-03-09T18:00:00,FAMILY_STATUS,4,57,flagged,2024-04-25T18:00:00,1248.4,AUDIT_DONE
2668,97678,2024-05-31T17:00:00,FAMILY_STATUS,1,119,rejected,2024-07-30T17:00:00,0.59,AUDIT_DONE
2669,85454,2023-07-19T04:00:00,TAX_CERT,11,102,passed,2023-08-02T04:00:00,148.88,
2670,50288,2023-03-23T00:00:00,TAX_CERT,4,137,passed,2023-04-29T00:00:00,114.7,
2671,79614,2023-11-19T11:00:00,FAMILY_STATUS,2,63,flagged,2023-11-29T11:00:00,850.72,AUDIT_DONE
2672,49234,2023-04-14T16:00:00,TAX_CERT,12,32,passed,2023-04-29T16:00:00,65.55,
2673,79590,2024-04-17T06:00:00,BUSINESS_PERMIT,7,18,rejected,2024-06-13T06:00:00,46.63,AUDIT_DONE
2674,55702,2023-07-30T12:00:00,BIRTH_CERT,7,36,rejected,2023-09-19T12:00:00,3.94,AUDIT_DONE
2675,10932,2024-02-15T18:00:00,FAMILY_STATUS,4,54,passed,2024-02-25T18:00:00,159.7,
2676,42284,2023-11-26T13:00:00,ID_RENEWAL,2,94,passed,2024-01-14T13:00:00,58.38,
2677,55444,2023-12-09T12:00:00,ID_RENEWAL,7,62,passed,2024-01-07T12:00:00,113.62,
2678,96510,2023-04-14T12:00:00,TAX_CERT,5,64,passed,2023-04-23T12:00:00,135.77,
2679,81395,2024-06-04T07:00:00,BIRTH_CERT,8,125,passed,2024-06-21T07:00:00,5.63,
2680,33211,2024-03-07T20:00:00,BIRTH_CERT,7,105,passed,2024-04-01T20:00:00,182.82,
2681,20032,2023-03-26T12:00:00,ID_RENEWAL,5,66,passed,2023-04-28T12:00:00,140.96,
2682,53877,2023-04-18T19:00:00,BIRTH_CERT,12,119,rejected,2023-05-08T19:00:00,16.17,AUDIT_DONE
2683,34760,2023-11-03T13:00:00,BIRTH_CERT,5,11,rejected,2023-11-12T13:00:00,48.17,AUDIT_DONE
2684,37332,2023-01-02T04:00:00,BUSINESS_PERMIT,8,55,passed,2023-02-04T04:00:00,28.54,
